,step,amount,isFraud
4338056,308,3020.72,0
4475664,324,17837.46,0
2286154,187,13768.11,0
5203079,370,147317.0,0
5504396,380,9139.74,0
2531293,205,196089.88,0
2688688,210,21057.02,0
5099739,355,93852.96,0
2197200,185,499372.69,0
2289387,187,46074.32,0
3635536,274,12835.68,0
2850393,227,33214.16,0
4680012,331,45956.48,0
2424021,202,335197.19,0
5221971,370,87980.89,0
3170476,238,40433.18,0
5518506,380,86569.07,0
2948521,230,978518.84,0
2971049,231,73718.85,0
1200062,133,33502.26,0
2750754,212,138725.37,0
2870341,227,93349.53,0
1008369,46,5503.57,0
2965324,231,9902.09,0
3758342,279,147629.01,0
1538438,154,10525.58,0
5519648,380,186133.85,0
3816460,281,29171.97,0
5459794,379,24987.11,0
457492,19,99271.82,0
2620182,208,15038.75,0
2167526,185,445794.03,0
6333065,690,15265.59,0
2760341,213,93209.91,0
2984392,231,28402.07,0
3774776,280,93440.13,0
2324911,188,5119.41,0
172597,12,586645.74,0
5566389,393,97755.04,0
1879091,164,376401.75,0
4430114,322,138983.73,0
1310467,136,27627.58,0
2372079,191,103802.9,0
1120372,130,10678.98,0
1838421,163,336811.65,0
1825098,163,50454.24,0
1516980,153,14558.17,0
2244327,186,50447.34,0
1094329,130,74876.6,0
1822825,163,12154.48,0
451808,19,28566.71,0
5145574,356,121810.07,0
4168437,304,402052.67,0
3473850,258,4530.03,0
2615634,208,3151.89,0
4716631,332,9235.27,0
3755744,279,144624.9,0
2105048,183,56603.13,0
3524774,259,9241.79,0
1720191,160,895249.25,0
5035697,354,517786.77,0
4583202,328,279254.9,0
4921216,350,206924.59,0
3781913,280,124178.65,0
4593561,328,3330.55,0
736992,38,154023.25,0
5586779,394,127066.71,0
6285570,659,101232.39,0
5828276,402,90164.87,0
6257719,599,352829.6,0
4942109,350,18374.62,0
6275562,637,875379.2,0
140287,11,368826.54,0
4172767,304,35820.17,0
1878499,164,187246.84,0
202270,13,143809.4,0
5789889,401,99955.42,0
3221152,250,2989.44,0
5301509,373,7140.65,0
2692235,211,116580.81,0
2440234,203,88340.47,0
198458,13,18859.7,0
3964032,297,22788.17,0
2575948,207,180417.42,0
3573307,261,19274.7,0
1042659,94,101312.72,0
1355969,138,98560.26,0
3907989,284,5497.21,0
4280174,307,292522.03,0
5636353,396,557292.62,0
3929112,285,2203.74,0
2844168,226,46367.98,0
5564719,393,228396.17,0
4310596,308,63522.91,0
445200,19,99469.74,0
2242200,186,285.81,0
4879160,348,30033.55,0
4080137,301,196.32,0
3168774,238,18871.66,0
2915749,229,173355.89,0
4043771,300,250640.79,0
3219935,250,189375.5,0
1712725,160,223336.61,0
4373713,310,8529.5,0
5270545,372,208547.25,0
2027920,180,160654.78,0
5123574,356,444536.01,0
5677842,397,3102.26,0
6030771,474,8570.47,0
5295541,373,253694.06,0
3927353,285,172343.03,0
3934890,285,86267.35,0
1375762,138,202394.8,0
5280088,372,4053.15,0
5815584,401,67384.74,0
1047828,95,18283.58,0
1150584,131,1433.41,0
4394535,321,214864.18,0
3708443,277,10928.93,0
426107,18,9142.63,0
5128105,356,144327.78,0
4356814,309,191262.89,0
4230147,306,18872.36,0
5177346,359,7662.56,0
2855051,227,245384.97,0
5037950,354,9234.15,0
4756758,333,1928.99,0
5166623,358,213233.15,0
3061739,234,8013.84,0
953908,44,105447.7,0
677999,36,128666.4,0
4449205,323,110402.17,0
2111175,183,12202.02,0
4879442,348,65661.11,0
930499,43,139739.42,0
1916072,166,49199.37,0
2552802,206,4323.19,0
4960582,351,240541.33,0
5114340,356,15667.59,0
209315,13,949843.5,0
902585,43,2976.24,0
3006654,232,201812.38,0
2353275,189,610.7,0
2287062,187,243377.57,0
1131742,131,290390.83,0
2688206,210,2117.8,0
1350064,137,1956.89,0
2706393,211,235866.98,0
994381,45,142426.04,0
3955487,288,257827.07,0
5675381,397,19877.1,0
2942850,230,264992.87,0
2590692,207,2380.91,0
405660,18,41288.58,0
4689958,331,294.53,0
5622744,395,63226.01,0
4688674,331,7775.69,0
2054646,181,134808.71,0
2611015,208,177235.47,0
1389830,139,6162.09,0
4585573,328,207.85,0
5056100,354,42490.32,0
5169131,358,9523.2,0
5902985,403,1413205.78,0
2458521,203,370811.73,0
1165589,132,582955.88,0
5644222,396,31416.93,0
3502817,259,1764.41,0
5066232,354,228715.41,0
2756053,212,12163.31,0
566745,23,307146.68,0
4553062,327,93463.98,0
521799,20,121050.2,0
703191,37,94578.29,0
5130195,356,101097.28,0
4791877,345,19178.38,0
3882115,283,78132.33,0
5914982,404,842598.93,0
1728673,160,19051.49,0
2081760,182,9555.64,0
4962808,351,62969.02,0
2940675,230,274951.15,0
6045558,492,100182.51,0
3928182,285,9051.78,0
729748,37,527972.6,0
5740910,399,19587.84,0
1289266,135,301423.3,0
3810765,281,8631.13,0
5699815,398,234458.56,0
5956363,405,482732.86,0
2954121,230,197834.31,0
6223440,590,262229.67,0
5834408,402,96571.08,0
2043353,181,13674.44,0
3904682,284,13009.51,0
4513897,325,311174.85,0
2626836,209,2393.73,0
1289511,135,7353.24,0
5809416,401,17709.04,0
5976910,407,37141.71,0
5591164,394,26251.2,0
2785460,214,115394.66,0
2414474,202,2788.6,0
5020240,353,6567.35,0
4162342,304,40723.0,0
6004621,429,8996.3,0
4309721,307,240195.5,0
4938167,350,271982.17,0
1093755,130,158254.75,0
2190163,185,1212215.97,0
1423164,139,28811.4,0
929303,43,62822.03,0
3225203,250,155133.49,0
4265774,307,397716.23,0
5231681,371,321865.77,0
2071449,181,3205.65,0
3325325,253,81127.35,0
1523890,153,334387.99,0
436938,18,5417.73,0
3665459,276,4220.05,0
5580967,393,173545.54,0
4166944,304,90391.69,0
2266086,187,91486.92,0
4088714,301,361439.22,0
4599807,329,16514.76,0
4744278,332,238911.67,0
519758,20,1342.34,0
2820092,226,15585.66,0
1233447,134,145551.61,0
4881114,348,29989.62,0
2627729,209,3509.36,0
1423401,139,17258.72,0
3989426,298,1288532.98,0
6181626,566,271.04,0
149045,12,360968.6,0
658916,35,7970.69,0
1761017,161,9274.86,0
5346410,375,25204.0,0
4703877,331,2465.34,0
2071897,182,19687.55,0
4548064,327,3744503.51,0
4129352,302,255681.3,0
3247795,250,272172.75,0
952320,44,10127.65,0
2814768,225,214474.59,0
1128785,131,399614.79,0
3365788,254,67101.86,0
98590,10,2749.14,0
1218487,133,112337.32,0
3537953,260,36395.13,0
1115018,130,12452.75,0
3993502,298,507697.31,0
4300960,307,151154.28,0
1077896,129,5688.07,0
2485489,204,3465.65,0
6215743,589,182332.83,0
4755704,333,259890.7,0
1284700,135,8894.65,0
6342762,692,15991.06,0
4762426,334,20801.15,0
6209029,587,2591.81,0
3028226,233,184738.88,0
4498809,325,279258.87,0
2783613,214,17883.84,0
755907,38,6587.94,0
5018082,353,179567.25,0
2641467,209,217586.71,0
320890,16,163286.47,0
187470,13,80412.7,0
5143058,356,8220.28,0
2462119,203,18844.67,0
212721,13,3426.21,0
2264663,187,5951.37,0
4539968,326,230434.9,0
1427369,139,399964.18,0
1357682,138,45720.08,0
5911952,404,300061.47,0
6085890,522,10293.25,0
227762,14,90813.79,0
1959909,178,32723.32,0
1632669,157,8758.8,0
1188340,132,5378.99,0
1653462,158,131230.02,0
5209250,370,470932.58,0
4574289,328,8631.85,0
3009772,232,8616.81,0
4320594,308,8815.25,0
4842372,347,15132.23,0
263891,15,300674.17,0
4023076,299,95066.77,0
6331217,690,3319.94,0
1744199,161,229649.74,0
1410918,139,15791.96,0
3215837,249,35669.24,0
1486531,142,341700.6,0
1192515,132,121464.71,0
2510537,205,238270.47,0
2687935,210,130177.89,0
2683361,210,119440.62,0
917424,43,89885.31,0
939933,43,9741.84,0
2758777,212,264272.08,0
3931444,285,5152.01,0
6193265,571,63112.47,0
756898,38,99516.89,0
5598625,394,93569.31,0
4659839,330,123978.77,0
5773062,400,127647.18,0
1799522,162,8036.22,0
298843,15,155230.29,0
492182,19,14534.63,0
2680032,210,152482.56,0
1794193,162,16626.83,0
555870,22,1576.53,0
3560933,260,103713.69,0
4645297,330,297632.99,0
2203018,185,5123.76,0
1844861,163,73001.79,0
2291992,187,6531.14,0
3950059,287,160653.6,0
747918,38,10852.98,0
224167,14,314026.05,0
5610687,394,529113.16,0
5629980,395,307113.89,0
2066988,181,5408.88,0
3402539,255,271137.79,0
4038690,299,190040.57,0
6001525,426,441147.52,0
2748990,212,154665.85,0
3063582,234,158894.53,0
3938717,286,3561.96,0
5265146,372,85479.37,0
630708,34,169325.54,0
3043238,234,3461.21,0
1695264,159,16497.68,0
588259,33,81545.37,0
484507,19,184973.67,0
5595114,394,241924.88,0
5674085,397,89092.66,0
4981940,352,18652.76,0
5141111,356,285975.81,0
2482701,204,263533.28,0
176661,12,5103.72,0
1499783,143,63075.84,0
1623501,157,5691.8,0
2508101,205,202560.72,0
3134543,236,1658.12,0
3448540,257,365579.31,0
4451157,323,7322.79,0
1488212,142,115035.05,0
2616531,208,145749.1,0
1722284,160,2601.38,0
1846781,163,58597.03,0
4894908,349,58814.73,0
2057430,181,3021.57,0
1006155,46,237485.02,0
2829785,226,16170.2,0
2436892,203,134461.9,0
4873278,348,6563.88,0
5434176,378,152800.68,0
5216553,370,10945.77,0
5270177,372,14088.31,0
818553,40,113018.49,0
4403723,321,938267.43,0
4595471,328,264960.79,0
429048,18,8662.84,0
2637777,209,14194.39,0
2669121,210,374875.68,0
5524625,381,990.24,0
5277877,372,356610.14,0
2409083,202,6120.97,0
5322591,374,99048.15,0
3644471,275,53289.71,0
4768525,334,60903.81,0
6056206,500,23535.72,0
2708414,211,526724.47,0
1809854,163,27488.58,0
4863880,348,2952826.56,0
3480480,258,45880.26,0
6114884,527,1665.71,0
977661,44,16797.97,0
793798,40,667228.01,0
1637490,157,396659.37,0
3957667,288,1128.34,0
2186676,185,15191.72,0
1075139,129,178825.85,0
2910407,229,21120.52,0
2092770,182,108665.94,0
4972815,352,161413.76,0
2817558,225,146501.68,0
1462301,140,12556.06,0
1174824,132,230541.44,0
6188899,570,429458.88,0
2131862,183,514528.39,0
5344465,375,271542.54,0
3871416,283,144681.47,0
2439812,203,40829.68,0
3638969,275,111878.71,0
2119847,183,198756.96,0
944137,43,40022.76,0
2727583,212,217169.04,0
4463617,324,64743.12,0
4154627,303,527594.0,0
3313915,252,58592.24,0
297589,15,26623.76,0
4048936,300,4408.93,0
3910804,284,59957.81,0
5554489,383,56957.36,0
665375,36,136395.3,0
992336,45,14651.85,0
3094929,235,321498.36,0
731331,37,7767.72,0
1539404,154,5621.0,0
4240276,306,11317.61,0
3070115,235,62889.21,0
2298031,188,3679.94,0
3630770,274,12605.3,0
5430008,378,205366.67,0
5876074,403,1076.66,0
3782825,280,113618.65,0
5072285,355,242079.87,0
2567159,206,26767.31,0
1346574,137,16409.35,0
1238301,134,124855.81,0
4111302,302,31682.49,0
2886299,228,50611.51,0
6184638,567,586366.7,0
3788198,280,261752.96,0
3155578,237,3319.2,0
2886759,228,13199.47,0
3939252,286,5842.47,0
3458239,257,38698.7,0
2820433,226,124133.96,0
729629,37,46779.51,0
4975763,352,29606.97,0
5203031,370,300156.36,0
3558026,260,2574.55,0
4574474,328,7494.52,0
4832854,347,445.36,0
181616,12,183545.55,0
2294682,187,121230.72,0
4661088,330,17260.57,0
3056394,234,16105.2,0
2832723,226,235245.45,0
6167326,552,8799.96,0
97112,10,122402.67,0
1631346,157,748.76,0
2293938,187,16854.41,0
4309647,307,266195.13,0
417011,18,449924.36,0
1354377,137,15439.75,0
1009181,46,149910.39,0
6166639,551,144467.72,0
4330989,308,18806.01,0
5343384,375,212341.67,0
5401178,377,12071.46,0
3273105,251,38245.1,0
391853,18,61736.58,0
3449644,257,209817.07,0
4746669,333,34370.72,0
4062357,300,910325.07,0
3817843,281,7829.14,0
3984968,298,155264.83,0
152621,12,222744.57,0
224795,14,300358.93,0
670120,36,1528.28,0
1766805,162,6892.63,0
648072,35,326937.43,0
1436835,140,10414.75,0
4840107,347,627490.94,0
2739396,212,488282.71,0
547608,21,251362.67,0
1714823,160,104782.54,0
5950921,405,122734.98,0
1199955,133,153110.85,0
5173907,358,6452.48,0
3151315,237,22604.71,0
2748316,212,3234.9,0
5197027,369,37397.9,0
4104420,301,7009.08,0
643981,35,101292.56,0
2067181,181,192553.4,0
3467837,258,22013.39,0
6015610,451,118934.01,0
462459,19,10130.99,0
1988985,179,2698.43,0
6112171,526,14255.41,0
908355,43,115154.29,0
5821754,402,972173.81,0
2160966,184,47367.0,0
3937628,286,230461.54,0
2676829,210,44446.83,0
1390738,139,15203.59,0
5633473,395,95588.69,0
2871940,227,260828.05,0
3764957,279,29667.93,0
2815529,225,16551.65,0
1594231,156,35210.58,0
4323713,308,23677.53,0
5302332,373,13812.31,0
5778688,400,202123.8,0
5483708,379,56295.1,0
3250433,251,63374.98,0
703719,37,2992.83,0
1281501,135,95563.32,0
4544925,326,194647.8,0
1863141,164,162254.67,0
1165935,132,303541.32,0
2638452,209,2871.85,0
902658,43,12581.82,0
3185962,239,12850.99,0
4255053,306,80006.8,0
4176459,304,655686.51,0
3896889,284,113636.38,0
4797835,345,462154.64,0
458823,19,400437.13,0
3168280,238,72309.51,0
411110,18,154900.0,0
2313172,188,11678.0,0
3469202,258,307510.64,0
3169246,238,10884.89,0
3590431,262,40757.37,0
1468064,140,772.03,0
4622798,329,27705.23,0
3225121,250,169510.5,0
5690619,397,245253.89,0
2168758,185,145283.22,0
3141636,236,60340.47,0
5139901,356,11411.01,0
3123376,236,3336.1,0
2619463,208,121442.7,0
2705482,211,158444.28,0
1598801,156,525509.35,0
2530884,205,149323.4,0
2437073,203,126596.16,0
6009122,439,241247.37,0
1570634,155,244805.9,0
792807,40,210891.05,0
3802676,281,14115.65,0
5200101,369,14660.57,0
1912822,166,10159.24,0
3091646,235,330884.64,0
2052654,181,9019.6,0
3952317,287,61100.51,0
1299534,136,278208.05,0
3473388,258,181974.64,0
19201,8,8090.08,0
3031163,233,284472.73,0
2635095,209,5701.55,0
2146502,184,79186.95,0
746158,38,9815.79,0
2912993,229,133817.2,0
5921796,404,258536.51,0
2129138,183,11224.63,0
6209970,588,13780.37,0
424626,18,437591.51,0
3591425,262,106645.96,0
1326772,137,28420.9,0
896890,42,3753.72,0
927878,43,4973.43,0
6256946,598,6392.52,0
2345191,189,1191544.85,0
5070655,355,306.66,0
1182021,132,80850.42,0
5057624,354,361424.79,0
5737172,399,290297.77,0
4358487,309,35740.42,0
5467041,379,29036.75,0
1489024,142,6836.6,0
3533042,259,160882.13,0
4675775,331,332070.34,0
1613822,156,81666.69,0
1077714,129,311162.83,0
4218272,305,4154.87,0
3540494,260,11044.75,0
4152060,303,1637444.1,0
1601087,156,402504.94,0
5278849,372,24289.89,0
1535042,154,10950.16,0
6138391,544,13362.04,0
4637395,330,423078.01,0
6101826,524,79361.71,0
3923921,285,156031.44,0
5839121,402,159056.85,0
6146787,546,160338.01,0
4250281,306,738351.05,0
5113880,355,98264.59,0
4066520,300,91815.85,0
5843080,402,81974.06,0
5033578,354,70223.43,0
2969128,231,110021.6,0
3362797,254,691782.0,0
2865434,227,167066.32,0
253636,14,580.31,0
1751965,161,16177.4,0
2832799,226,170654.38,0
6295899,670,2836.66,0
536544,21,180109.78,0
1614622,156,61659.87,0
1402405,139,156351.69,0
5367720,375,163338.23,0
2429148,202,143478.87,0
1985993,179,327065.68,0
3661656,275,380024.09,0
6298263,681,14983.95,0
3288057,252,808918.89,0
6304408,684,295865.06,0
3600552,263,139278.0,0
3027206,233,388573.62,0
2842638,226,341654.77,0
1371163,138,235406.14,0
1026220,48,403406.96,0
1511989,153,6356.09,0
6292789,667,108980.89,0
2270759,187,19469.15,0
3252201,251,13312.5,0
3839907,282,38707.67,0
5332203,374,92877.45,0
2434890,203,36080.61,0
1912523,166,281430.41,0
5247103,371,6584.67,0
5467975,379,92766.36,0
1233692,134,2785.2,0
4396421,321,13911701.66,0
1922031,167,1825.99,0
1883202,164,207330.26,0
5314653,373,12563.62,0
3793574,281,99985.26,0
4871424,348,2209.51,0
2422813,202,43461.27,0
3603825,263,274278.32,0
2089156,182,9391.01,0
6046990,492,268187.53,0
6164195,550,59048.59,0
2778285,214,1441.7,0
1801463,162,6258.5,0
5786841,400,334723.82,0
994476,45,9825.37,0
2248624,187,13310.12,0
4722822,332,14510.69,0
291710,15,90848.6,0
1241399,134,192021.41,0
4479355,324,29545.95,0
5672116,397,2829.72,0
1351985,137,236989.34,0
495569,20,16220.67,0
2419501,202,360643.42,0
2071751,182,187917.84,0
3539301,260,11374.32,0
5815836,401,217266.1,0
1209716,133,32828.01,0
5305764,373,332013.87,0
5926884,404,57779.75,0
5491338,380,38883.45,0
5674101,397,453931.03,0
6253353,596,456712.05,0
2381460,194,408.54,0
4442750,323,418215.01,0
432436,18,91233.23,0
143193,11,669724.08,0
1226241,133,210109.52,0
6289148,661,23941.63,0
2375871,192,7555.36,0
3940347,286,138801.87,0
4860602,348,21904.32,0
2581414,207,6094.3,0
2496801,204,239650.28,0
72508,9,27181.24,0
6268531,617,6215.35,0
4958368,351,159903.53,0
5471622,379,7326.96,0
4697909,331,178745.77,0
3158398,237,47220.64,0
4220677,306,176977.42,0
3781437,280,258544.77,0
5396719,377,214275.42,0
4016890,299,257508.26,0
4923941,350,137618.13,0
1640352,157,183413.07,0
5888469,403,12758.6,0
1461384,140,5050.6,0
348321,17,260252.79,0
4294191,307,249805.31,0
4700648,331,9483.94,0
4746114,333,212884.3,0
5649102,396,91790.95,0
5803413,401,109078.33,0
963592,44,18307.42,0
4236875,306,201657.7,0
638748,35,13715.48,0
4047153,300,149608.69,0
564281,22,11989.51,0
3273169,251,67301.48,0
5379644,376,222648.4,0
6003906,428,4921.34,0
5862954,403,194700.16,0
4716606,332,31183.42,0
2376250,192,309293.35,0
4613724,329,829.44,0
4789324,345,80978.05,0
3231016,250,188184.65,0
3262693,251,134554.84,0
3949880,287,150232.32,0
5444023,379,18151.47,0
334233,16,66749.74,0
5843599,402,46856.29,0
3631944,274,2981.18,0
348784,17,8734.2,0
3039117,234,34330.9,0
285781,15,30493.71,0
2036448,180,118765.21,0
4941235,350,64791.77,0
1266854,135,95084.99,0
4702226,331,5111.11,0
5817752,401,179873.32,0
3712114,277,3508.28,0
488704,19,177932.41,0
345293,16,10819.7,0
3999612,298,77195.31,0
2804620,225,426705.09,0
2081001,182,252118.19,0
913251,43,26644.58,0
3915934,284,9507.17,0
2998105,232,26360.5,0
2518553,205,118410.19,0
502208,20,225040.13,0
6017602,451,17749.88,0
2258900,187,9303.77,0
1591361,156,266912.67,0
3349222,253,91425.13,0
3712647,277,80565.21,0
2798232,217,176726.8,0
5768591,400,218046.38,0
4601411,329,128837.5,0
338551,16,114052.7,0
5201608,369,2197119.85,0
5988448,416,4105.81,0
4876187,348,156.24,0
3872461,283,56868.92,0
5857395,402,34636.18,0
866821,42,8209.27,0
3578082,261,4664.17,0
3515766,259,471.15,0
5075552,355,10338.69,0
2923495,229,2640.92,0
295785,15,210969.59,0
2312620,188,302008.84,0
403577,18,13632.91,0
5058577,354,9337.61,0
1900045,165,42346.7,0
1040390,94,107099.73,0
4056295,300,17995.56,0
5000232,353,201488.48,0
1843217,163,265714.11,0
6188202,570,8422.8,0
4972139,352,433746.14,0
2071328,181,95437.95,0
4345393,308,102691.49,0
5393766,377,380015.04,0
6198722,574,329.76,0
5119692,356,1185114.96,0
244434,14,14009.16,0
1106387,130,80813.35,0
1092379,130,52945.34,0
2886774,228,14971.85,0
1574254,155,219209.24,0
1162999,132,25313.45,0
1773008,162,20622.79,0
2885559,228,272899.36,0
4452668,323,9947.7,0
3227662,250,42227.88,0
2583657,207,350643.7,0
4425833,322,147001.02,0
2382441,201,20545.27,0
5093992,355,2882573.72,0
2722102,211,5661.93,0
5459683,379,246337.39,0
2330979,188,6527.83,0
3639783,275,1787.43,0
4270154,307,40.47,0
934489,43,91833.93,0
3507160,259,1429.44,0
619021,34,18297.2,0
1810440,163,149830.63,0
5359838,375,4797.29,0
4962525,351,142315.89,0
4281795,307,2623.7,0
5301023,373,17367.86,0
2530455,205,227198.42,0
2886717,228,72488.15,0
4974086,352,94633.08,0
4132705,302,3947.15,0
347686,16,252730.24,0
1817594,163,189887.13,0
2564279,206,205004.57,0
2893570,228,672622.9,0
4564189,327,19107.62,0
2679889,210,6276.85,0
1952505,178,12647.65,0
3021547,233,923.7,0
4902997,349,241847.38,0
1162918,132,678.54,0
2937955,230,144227.3,0
605683,34,271565.14,0
3754228,279,76746.87,0
3726287,278,44239.58,0
4916410,350,12288.93,0
274716,15,101536.91,0
5049365,354,150435.24,0
1672195,158,12481.07,0
4469184,324,186903.31,0
3941870,286,3424.66,0
6170007,563,12118.43,0
4016703,299,73077.54,0
1248777,134,25453.84,0
4178636,304,10000000.0,0
5194288,369,152047.85,0
2628435,209,11717.06,0
6242508,595,310909.71,0
4254524,306,125757.99,0
2992335,232,339923.12,0
2535130,205,15048.33,0
4812346,346,231300.4,0
3949735,287,22814.44,0
3211679,249,16368.37,0
6242095,595,296888.79,0
4323023,308,22456.99,0
791590,40,3632.7,0
642542,35,361713.8,0
1907601,166,17495.67,0
1168725,132,253916.66,0
5514968,380,9981.76,0
5128794,356,91564.31,0
36976,9,53773.57,0
812186,40,250040.43,0
4488851,324,6683.27,0
4141766,303,10888.94,0
3057404,234,358910.28,0
4202981,305,38007.76,0
5680130,397,207276.76,0
1062780,119,1746.38,0
722647,37,174589.16,0
4388889,321,281304.29,0
3746743,279,291625.72,0
2736064,212,92492.21,0
3443406,257,117106.11,0
5302461,373,79306.12,0
3238854,250,216080.99,0
3142561,236,85385.53,0
6071382,514,65308.03,0
37505,9,77636.97,0
2344728,189,398862.37,0
5752047,399,64335.75,0
5918380,404,26118.36,0
1714734,160,56276.55,0
278218,15,148003.94,0
1764531,162,449407.21,0
611209,34,27352.34,0
2077787,182,261064.34,0
5233380,371,4654.51,0
716272,37,1744.4,0
998738,45,179977.67,0
4431398,322,248775.0,0
5185741,360,4091.04,0
962360,44,147204.15,0
5778603,400,24072.39,0
1984380,179,12630.79,0
3036853,234,15397.09,0
4890874,349,194718.79,0
83487,10,778.45,0
3616833,273,62146.94,0
1031796,93,3810.66,0
3136469,236,2059878.15,0
2993982,232,6322.18,0
1686762,159,4447.7,0
2642463,209,160776.07,0
1537349,154,42201.19,0
1893683,165,4745.33,0
3016388,232,121910.67,0
537766,21,8167.8,0
1605639,156,131221.88,0
2968742,231,24965.11,0
700239,37,108114.81,0
3091318,235,15301.28,0
3198652,249,1456986.54,0
